911 Calls for Service,data.baltimorecity.gov,http://catalog.data.gov/dataset/calls-for-service,Emergency and Non-Emergency calls to 911,158,911;calls for service;emergency;non-emergency
National Assessment of Educational Progress; 2011,National Center for Education Statistics,http://catalog.data.gov/dataset/2011-national-assessment-of-educational-progress,The National Assessment of Educational Progress  2011 (NAEP 2011)  is a study that is part of the National Assessment of Educational Progress (NAEP) program; program data available since 1971 at <https://nces.ed.gov/nationsreportcard/naepdata/>. NAEP 2011 (https://nces.ed.gov/nationsreportcard/) is a cross-sectional survey that assesses what America's students know and can do in various subject areas. The study was conducted using computer-based assessments of students. Students in grades 4  8  and 12 were sampled. NAEP 2011 assessments consist of national and state assessments in mathematics  reading  and writing. The study's response rates were between 87 and 98 percent. Key statistics produced from NAEP 2011 are results on subject-matter achievement  instructional experiences  and school environment for populations of students (e.g.  all fourth-graders) and groups within those populations (e.g. female students  Hispanic students).,137,Students;Math;Reading;Writing;Science;Assessment;National Assessment of Educational Progress
VA PTSD Statistics,Department of Veterans Affairs,http://catalog.data.gov/dataset/va-ptsd-statistics,National-level  VISN-level  and/or VAMC-level statistics on the numbers and percentages of users of VHA care form the Northeast Program Evaluation Center (NEPEC).  Some datasets focus on PTSD others on mental health.  There is no record-level data.,-1,disorder;health;mental health;nepec;post;ptsd;stress;traumatic;va;veteran;vha
Federal Agency List,U.S. Office of Personnel Management,http://catalog.data.gov/dataset/federal-agency-list,List of federal agencies available in two formats: (1) XML and (2) through a graphical user interface through which users can filter the data according to agency type and agency name.,328,federal agencies
Small Area Income and Poverty Estimates (SAIPE),US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/small-area-income-and-poverty-estimates-saipe,The Small Area Income and Poverty Estimates (SAIPE) program produces single-year estimates of median household income and poverty for all counties and states and poverty and population for all Title I-eligible school districts.,505,No Child Left Behind;Title I;children;county;median household income;model;poverty;school district;small area;state
Current Population Survey Contingent Worker Supplement,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/current-population-survey-contingent-worker-supplement,A national survey conducted to obtain data on contingent or temporary work that a person does without expecting continuing employment from a particular employer.  The universe for this survey is each household member age 15 and older who had a job and worked for pay during the reference work or household members age 15 and older who did not have a job during the reference week but looked for work in the last year and were available for work during the reference week.  It is a proxy response survey.,12507,Contigent work;current job history;earnings;expectation of continuing employment;temporary work
Real-Time Traffic Speed Data,data.cityofnewyork.us,http://catalog.data.gov/dataset/real-time-traffic-speed-data-36c30,NYCDOT's Traffic Management Center (TMC) maintains a map of traffic speed detectors throughout the City. The speed detector themselves belong to various city and state agencies. The Traffic Speeds Map is available on the DOT's website (http://nyctmc.org/ ). This data feed contains 'real-time' traffic information from locations where NYCDOT picks up sensor feeds within the five boroughs  mostly on major arterials and highways. NYCDOT uses this information for emergency response and management.,687,vehicles;car;bus;automobile;truck;clean web
Brewery Count by State (1984 - March 31; 2017),TTB,http://catalog.data.gov/dataset/brewery-count-by-state-1984-march-31-2017,Brewery count by state (all continental United States) for 1984-March 31  2017,148,brewery;beer
Census Data,US Bureau of the Census,http://catalog.data.gov/dataset/census-data,The Bureau of the Census has released Census 2000 Summary File 1 (SF1) 100-Percent data. The file includes the following population items: sex  age  race  Hispanic or Latino origin  household relationship  and household and family characteristics. Housing items include occupancy status and tenure (whether the unit is owner or renter occupied). SF1 does not include information on incomes  poverty status  overcrowded housing or age of housing. These topics will be covered in Summary File 3. Data are available for states  counties  county subdivisions  places  census tracts  block groups  and  where applicable  American Indian and Alaskan Native Areas and Hawaiian Home Lands. The SF1 data are available on the Bureau's web site and may be retrieved from American FactFinder as tables  lists  or maps. Users may also download a set of compressed ASCII files for each state via the Bureau's FTP server. There are over 8000 data items available for each geographic area. The full listing of these data items is available here as a downloadable compressed data base file named TABLES.ZIP. The uncompressed is in FoxPro data base file (dbf) format and may be imported to ACCESS  EXCEL  and other software formats. While all of this information is useful  the Office of Community Planning and Development has downloaded selected information for all states and areas and is making this information available on the CPD web pages. The tables and data items selected are those items used in the CDBG and HOME allocation formulas plus topics most pertinent to the Comprehensive Housing Affordability Strategy (CHAS)  the Consolidated Plan  and similar overall economic and community development plans. The information is contained in five compressed (zipped) dbf tables for each state. When uncompressed the tables are ready for use with FoxPro and they can be imported into ACCESS  EXCEL  and other spreadsheet  GIS and database software. The data are at the block group summary level. The first two characters of the file name are the state abbreviation. The next two letters are BG for block group. Each record is labeled with the code and name of the city and county in which it is located so that the data can be summarized to higher-level geography. The last part of the file name describes the contents . The GEO file contains standard Census Bureau geographic identifiers for each block group  such as the metropolitan area code and congressional district code. The only data included in this table is total population and total housing units. POP1 and POP2 contain selected population variables and selected housing items are in the HU file. The MA05 table data is only for use by State CDBG grantees for the reporting of the racial composition of beneficiaries of Area Benefit activities. The complete package for a state consists of the dictionary file named TABLES  and the five data files for the state. The logical record number (LOGRECNO) links the records across tables.,449,Census 2000 Summary File 1 SF1;Hispanic or Latino origin;age;household and family characteristics;household relationship;occupancy status;population;race;sex;states;tenure
Drugs and Lactation Database (LactMed),National Library of Medicine (NLM),http://catalog.data.gov/dataset/drugs-and-lactation-database-lactmed,<p>A peer-reviewed and fully referenced database of drugs to which breastfeeding mothers may be exposed. Among the data included are maternal and infant levels of drugs  possible effects on breastfed infants and on lactation  and alternate drugs to consider.</p> ,594,breast feeding;community health;lactation;obstetrics;toxicology
Survey of Business Owners,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/survey-of-business-owners,Provides the only comprehensive  regularly collected source of information on selected economic and demographic characteristics for businesses and business owners by gender  ethnicity  race  and veteran status.,200,African;Alaska-Native;American;American-Indian;Asian;Black;Hawaiian;Hispanic;Islander;Native;Pacific;Publicly-owned;Race;Veteran;White;Women;accommodation;administrative;art;business;census;companies;construction;counties;county;demographic;economic;education;employer;employment;enterprise;entertainment;estate;ethnicity;finance;firms;food;gender;health;information;insurance;leasing;management;manufacturing;metro;micropolitan;mining;minority;msa;non-Hispanic;nonemployer;nonminority;nonveteran;owners;paid-employees;payroll;place;professional;race;receipts;recreation;remediation;rental;retail;sales;sbo;scientific;services;state;status;technical;trade;transportation;u s;utilities;veteran;warehousing;waste;wholesale
Baby Names from Social Security Card Applications-Data by State and District of Columbia.,Social Security Administration,http://catalog.data.gov/dataset/baby-names-from-social-security-card-applications-data-by-state-and-district-of-,The data (name  year of birth  sex  state  and number) are from a 100 percent sample of Social Security card applications starting with 1910. National data is in another dataset.,747,Baby names;births;Social Security;Social Security Administration;Social Security Cards;SSA
Survey of Income and Program Participation (SIPP),US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/survey-of-income-and-program-participation-sipp,Collected survey microdata on income and program participation.,612,AFDC;Age;Assets;Child Care;Child Support Agreements;Demographics;Disability;Education;Employment;Energy Assistance;Fertility History;Food Stamps;General Assistance;Health Insurance;Income;Marital History;Medical Expenses;Poverty;Program Participation;Race;Retirement;SSI;School Meals;Sex;Wealth and Eligibility;Welfare;Well-Being;Work Schedule;labor force
Health Data Interactive (HDI),Centers for Disease Control and Prevention  Department of Health &amp; Human Services,http://catalog.data.gov/dataset/health-data-interactive-hdi,<p>Health Data Interactive (HDI) presents a broad range of important public health indicators through an interactive web-based application that provides access to pre-tabulated national and state data for the US.   The primary objective is to provide national estimates of public health measures cross tabulated by a common set of variables.   HDI tables contain national health statistics for infants  children  adolescents  adults  and older adults.   The tables can be customized by age  gender  race/ethnicity  and geographic location to explore different trends and patterns.n</p> ,839,birth;community health;disease prevention;health care access;health care use;health conditions;health data;health insurance;health statistics;health status;health trends;life expectancy;mortality;pregnancy;risk factors
National Motor Vehicle Crash Causation Survey (NMVCCS),National Highway Traffic Safety Administration,http://catalog.data.gov/dataset/national-motor-vehicle-crash-causation-survey-nmvccs-nmvccs-xml-case-viewer-ab130,The National Motor Vehicle Crash Causation Survey (NMVVCS) was a nationwide survey of crashes involving light passenger vehicles  with a focus on the factors related to pre-crash events.,432,DOT;NHTSA;NMVCCS;crash;avoidance;causation;vehicle;driver;distraction;pre-crash
Officer Involved Shootings Data,City of Bloomington,http://catalog.data.gov/dataset/officer-involved-shootings-data,"This set of raw data contains information from Bloomington Police Department cases  specifically it identified cases where officers have fired a gun at a suspect.     **Please note that this particular dataset contains no data. As of current date  the Bloomington Police Department has had no officer involved shootings to report. **    # Key code for Race:   - A- Asian/Pacific Island  Non-Hispanic     - B- African American  Non-Hispanic     - I- Indian/Alaskan Native  Non-Hispanic    - K- African American  Hispanic     - L- Caucasian  Hispanic    - N- Indian/Alaskan Native  Hispanic     - P- Asian/Pacific Island  Hispanic     - U- Unknown     - W- Caucasian  Non-Hispanic    # Key Code for Reading Districts:      Example: LB519         - ‘L’ for Law call or incident     - ‘B’ stands for Bloomington     - 5 is the district or beat where incident occurred     - All numbers following represents a grid sector.    A map of the five districts can be located on [Raidsonline.com](http://raidsonline.com/?address=Bloomington IN ""Raids Online"")  under the tab labeled ‘Agency Layers’.     Disclaimer:   The Bloomington Police Department takes great effort in making all sets of data as accurate as possible  but there is no avoiding the introduction of errors in this process. Information contained in this dataset may change over a period of time. The Bloomington Police Department is not responsible for any error or omission from this data or for the use  or interpretation of the results of any research conducted.",50,crime;police;public safety;shooting
Manufacturing & Trade Inventories & Sales,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/manufacturing-trade-inventories-sales,To provide broad and timely measures of combined changes in business sales and end-of-month inventories for domestic retail trade  wholesale trade and manufacturers' activities.,818,Accessories;Agents;Appliance;Beverage;Book;Brokers;Building;Care;Clothing;Commission;Commodity;Dealers;Distributors;Domestic;Durable;Electronics;Equipment;Establishments;Exporters;Exports;Firms;Food;Furnishings;Furniture;Garden;Gasoline;General;Goods;Health;Hobby;Home;Importers;Imports;Industrial;Inventories;Inventory;Jobbers;MTIS;Manufacture;Manufacturing;Material;Materials;Merchandise;Merchant;Merchants;Miscellaneous;Monthly;Motor;Music;Nondurable;Nonstore;Parts;Personal;Retail;Retailers;Sales;Sporting;Stations;Store;Stores;Supplies;Trade;U S;Vehicle;Wholesale;Wholesalers
Speed Limits,data.sfgov.org,http://catalog.data.gov/dataset/speed-limits,Speed limits are indicated primarily for streets that have speeds higher than 25 MPH. 25 MPH is the de facto speed limit for residential and most commercial streets (street segments with a speed limit of 0 are the defacto speed limit of 25 MPH). Alleys narrower than 25 feet can have de facto speed limits of 15 MPH. Data is updated manually from separate files to produce this master. It is updated as changes are legislated  a few times a year.,44,speed limits
Uniform Crime Reporting,FBI - Federal Bureau of Investigation,http://catalog.data.gov/dataset/uniform-crime-reporting,The FBI's Uniform Crime Reporting (UCR) system accepts voluntary crime data from nearly 17 000 domestic law enforcement agencies.  This data  collected since the 1920s  is the cornerstone for national crime statistics and is used by law enforcement  resea,511,arrested-person;arson;crime-in-the-united-;crime-report;crime-statistics;hate-crime;homicide;law-enforcement-offi;leoka;nationwide-crime;nibrs;police-employees
Crash Data,Town of Cary,http://catalog.data.gov/dataset/crash-data-985bd,<p>View crash information from the last five years to current date.</p><p>This dataset includes crashes in the Town of Cary for the previous four calendar years plus the current year to date. </p><p>The data is based on the National Incident Based Reporting System (NIBRS). The data is dynamic  allowing for additions  deletions and modifications at any time  resulting in more accurate information in the database. Due to ongoing and continuous data entry  the numbers of records in subsequent extractions are subject to change.</p><p><strong></strong></p><p><strong>About Crash Data</strong></p><p>The Cary Police Department strives to make Crash data as accurate as possible  but there is no avoiding the introduction of errors into this process  which relies on data furnished by many people and that cannot always be verified. As the data is updated on this site there will be instances of adding new incidents and updating existing data with information gathered through the investigative process.</p><p>Not surprisingly  Crash data become more accurate over time  as new crashes are reported and more information comes to light during investigations.</p><p>This dynamic nature of Crash data means that content provided here today will probably differ from content provided a week from now. Likewise  content provided on this site will probably differ somewhat from crime statistics published elsewhere by the Town of Cary  even though they draw from the same database.</p><p><strong></strong></p><p><strong>About Crash Locations</strong></p><p>Crash locations reflect the approximate locations of the crash. Certain crashes may not appear on maps if there is insufficient detail to establish a specific  mappable location.</p><p>This data is updated daily.</p>,41,Police;Traffic;Incidents;Public Safety;Crash;Weather;Road Conditions;Accidents;Crashes
National Survey of Family Growth,Centers for Disease Control and Prevention  Department of Health &amp; Human Services,http://catalog.data.gov/dataset/national-survey-of-family-growth,<p>The National Survey of Family Growth (NSFG) gathers information on family life  marriage and divorce  pregnancy  infertility  use of contraception  and men's and women's health. The survey results are used by the U.S. Department of Health and Human Services and others to plan health services and health education programs  and to do statistical studies of families  fertility  and health.  Years included:  1973  1976  1982  1988  1995  2002  2006-2010;  Data use agreement at time of file download:</p> ,1122,families;fertility;health;rape;sexual assault
Unemployment Rate,U.S. Department of Labor Bureau of Labor Statistics,http://catalog.data.gov/dataset/unemployment-rate,The dataset contains unemployment rate data,688,unemployment rate
Census of Governments,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/census-of-governments,The Census of Governments identifies the scope and nature of the nation's state and local governments; provides authoritative benchmark figures on public finance and public employment; classifies local government organizations  powers  and activities; and measures state and local fiscal relationships.,534,TANF;abatement;active;administration;administrative;agency;aid;air transportation;alcohol;amusements;assessments;assets;assistance;auxiliary;benchmark;beneficiaries;benefits;beverages;bond;bonds;bonus;borough;borrowing;buildings;business;capital;cash;categorical;census;charges;cities;city;civilian;classification;classify;collections;commercial;commodities;community;compensation;compulsory;confinement;construction;contributions;convicted;correction;correctional;corrections;costs;counties;county;court;death;debt;defense;dependent;deposits;direct;directory;disability;district;dividends;earnings;education;electric;elementary;employ;employee;employers;employment;enterprise;equipment;expenditure;expense;expenses;federal;finance;fines;fire;fiscal;fish;forestry;forfeits;fuel;full-time;funds;game;gas;gift;government;governmental;governments;grant;health;highway;hospital;housing;inactive;income;independent;inspection;institution;insurance;integrated;interest;intergovernmental;international;investment;judicial;juvenile;law;legal;libraries;library;license;liquor;loans;local;medical;members;membership;mortgage;mosquito;motor;municipal;national;nonguaranteed;nonpublic;occupation;old-age;operation;organization;outlay;parimutuels;parish;parking;parks;part-time;payments;payroll;pension;personnel;police;postal;power;premiums;prisoner;private;programs;property;protection;public;public school;quinquennial;receipts;recipients;recreation;redemption;reformatories;regulation;regulatory;relationship;rent;rents;repayment;research;resources;retired;retirement;revenue;revenues;royalties;safety;salaries;sales;sanitation;scholarship;school;school districts;secondary;sector;securities;security;severance;sewerage;sinking;social;special;special districts;staff;state;state-operated;states;stocks;subcounty;subsidies;subsidy;tax;taxes;technology;title;tobacco;township;transactions;transit;transportation;trust;trustee;tuition;u s;unallowable;unemployment;united;utility;vehicle;vendor;veteran;veterans;voluntary;wages;water;welfare;withdrawal;zoning
FEMA Disaster Declaration Summary - API,Federal Emergency Management Agency,http://catalog.data.gov/dataset/fema-disaster-declaration-summary-api,This dataset lists all official FEMA Disaster Declarations. This is raw  unedited data from FEMA's National Emergency Management Information System (NEMIS) and as such is subject to a small percentage of human error. The dataset is primarily composed of historical data that was manually entered into NEMIS. The NEMIS system started in 1998. ,158,Amount;Announcement;Broadcast;Circumstance;Communication Type;Damage;Declaration;Episode;Event;Event;Incidence;Incident;Incident;Incident Type;Mobile;Occasion;Occurrence;Occurrence Type;Publication;Questions;Statement;Communication
VA Personal Health Record Sample Data,Department of Veterans Affairs,http://catalog.data.gov/dataset/va-personal-health-record-non-identifiable-data,My HealtheVet (www.myhealth.va.gov) is a Personal Health Record portal designed to improve the delivery of health care services to Veterans  to promote health and wellness  and to engage Veterans as more active participants in their health care. The My HealtheVet portal enables Veterans to create and maintain a web-based PHR that provides access to patient health education information and resources  a comprehensive personal health journal  and electronic services such as online VA prescription refill requests and Secure Messaging. Veterans can visit the My HealtheVet website and self-register to create an account  although registration is not required to view the professionally-sponsored health education resources  including topics of special interest to the Veteran population. Once registered  Veterans can create a customized PHR that is accessible from any computer with Internet access.,318,blue button;bluebutton;c32;cms;download;ehr;electronic health record;health;mhv;my healthevet;non-identifiable;nonidentifiable;patient;personal health record;phr;sample;va;veteran
Federal Cost of School Food Program Data,Food and Nutrition Service  Department of Agriculture,http://catalog.data.gov/dataset/federal-cost-of-school-food-program-data,The mission of FNS is to provide children and needy families better access to food and a more healthful diet through its food assistance programs and comprehensive nutrition education efforts.   These dataset provides a summary of all the FNS School Food Program combined into one dataset.  It contains cash payments and commodity costs for the National School Lunch Program  School Breakfast Program and the Special Milk Program. (format: html   xls),298,Breakfast;Children;Federal;Interactive;Lunch;Milk;National;Program;commodity;diet;education;food;healthful;needy;nutrition;school
DOHMH New York City Restaurant Inspection Results,data.cityofnewyork.us,http://catalog.data.gov/dataset/dohmh-new-york-city-restaurant-inspection-results,This dataset provides restaurant inspections  violations  grades and adjudication information,297,restaurant;inspection;violation;grade;adjudication;fines
National Survey on Drug Use and Health (NSDUH); 2002,Substance Abuse &amp; Mental Health Services Administration,http://catalog.data.gov/dataset/national-survey-on-drug-use-and-health-nsduh-2002,<p>The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly  as well as annual  estimates. Information is provided on the use of illicit drugs  alcohol  and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime  annual  and past-month usage for the following drug classes: marijuana  cocaine (and crack)  hallucinogens  heroin  inhalants  alcohol  tobacco  and nonmedical use of prescription drugs  including pain relievers  tranquilizers  stimulants  and sedatives. The survey covers substance abuse treatment history and perceived need for treatment  and includes questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts  health care access and coverage  illegal activities and arrest record  problems resulting from the use of drugs  and needle-sharing.</p> ,-1,addiction;alcohol;alcohol abuse;alcohol consumption;amphetamines;barbiturates;cocaine;controlled drugs;crack cocaine;demographics;depression;drinking behavior;drug abuse;drug dependence;drug treatment;drug use;drugs;employment;hallucinogens;health care;heroin;households;income;inhalants;marijuana;mental health;mental health services;methamphetamine;pain relievers;pregnancy;prescription drugs;sedatives;smoking;stimulants;substance abuse;substance abuse treatment;tobacco use;tranquilizers;youths
Sex Offenders,data.cityofchicago.org,http://catalog.data.gov/dataset/sex-offenders-938b3,Description: Pursuant to the Sex Offender and Child Murderer Community Notification Law  730 ILCS 152/101 et seq.  the Chicago Police Department maintains a list of sex offenders residing in the City of Chicago who are required to register under the Sex Offender Registration Act  730 ILCS 150/2  et seq. To protect the privacy of the individuals  addresses are shown at the block level only and specific locations are not identified. The data are extracted from the CLEAR (Citizen Law Enforcement Analysis and Reporting) system developed by the Department.  Although every effort is made to keep this list accurate and current  the city cannot guarantee the accuracy of this information. Offenders may have moved and failed to notify the Chicago Police Department as required by law. If any information presented in this web site is known to be outdated  please contact the Chicago Police Department at srwbmstr@chicagopolice.org  or mail to Sex Registration Unit  3510 S Michigan Ave  Chicago  IL 60653.  Disclaimer: This registry is based upon the legislature's decision to facilitate access to publicly available information about persons convicted of specific sexual offenses. The Chicago Police Department has not considered or assessed the specific risk of re-offense with regard to any individual prior to his or her inclusion within this registry  and has made no determination that any individual included within the registry is currently dangerous. Individuals included within this registry are included solely by virtue of their conviction record and Illinois law. The main purpose of providing this data on the internet is to make the information more available and accessible  not to warn about any specific individual.     Anyone who uses information contained in the Sex Offender Database to commit a criminal act against another person is subject to criminal prosecution.  Data Owner: Chicago Police Department.  Frequency: Data is updated daily.  Related Applications: CLEARMAP (http://j.mp/lLluSa).,301,crime;police
Archives.gov,National Archives and Records Administration,http://catalog.data.gov/dataset/archives-gov,Archives.gov is the National Archives' main public-facing website.,169,NARA;National Archives;archives;family history;genealogy;history;social media;veterans
National Adult Tobacco Survey (NATS),Centers for Disease Control and Prevention,http://catalog.data.gov/dataset/national-adult-tobacco-survey-nats-f16c9,<p>2013-2014. The National Adult Tobacco Survey (NATS) was created to assess the prevalence of tobacco use  as well as the factors promoting and impeding tobacco use among adults. NATS also establishes a comprehensive framework for evaluating both the national and state-specific tobacco control programs.  NATS was designed as a stratified  national  landline  and cell phone survey of non-institutionalized adults aged 18 years and older residing in the 50 states or D.C. It was developed to yield data representative and comparable at both national and state levels. The sample design also aims to provide national estimates for subgroups defined by gender  age  and race/ethnicity.</p> ,34,adult;age;any tobacco;cigar;cigarette;current;demographics;e-cigarette;ecigarette;education;ethnicity;gender;hookah;national;office on smoking and health;osh;oshdata;pipe;prevalence;products;race;smokeless;smoker;state system;status;surveillance;survey;tobacco;tobacco products;tobacco use;user
VA National Mental Health Statistics - 2015,Department of Veterans Affairs,http://catalog.data.gov/dataset/va-national-mental-health-statistics-2015,VAMC-level statistics on the prevalence  mental health utilization  non-mental health utilization  mental health workload  and psychological testing of Veterans with a possible or confirmed diagnosis of mental illness.   Information prepared by the VA Northeast Program Evaluation Center (NEPEC) for fiscal year 2015.,61,2015;health;mental health;nepec;ptsd;va;veteran;vha
USCG Search and Rescue Summary Statistics,Coast Guard  United States,http://catalog.data.gov/dataset/uscg-search-and-rescue-summary-statistics,Datasets include statistics on search and rescue cases by fiscal year. ,45,boat;communication;search and rescue (SAR)
Seattle Police Department 911 Incident Response,data.seattle.gov,http://catalog.data.gov/dataset/seattle-police-department-911-incident-response-52779,This dataset is all the Police responses to 9-1-1 calls within the city. Police response data shows all officers dispatched. To protect the security of a scene  the safety of officers and the public  and sensitive ongoing investigation  these events are added to the data.seattle.gov only after the incident is considered safe to close out. Data is refreshed on a 4 hour interval.,486,911;police;crime;incident response;census911incidents
Construction Spending,US Census Bureau  Department of Commerce,http://catalog.data.gov/dataset/construction-spending,Construction Spending provides monthly estimates of the total dollar value of construction work done in the U.S.  Construction Spending covers the dollar construction work done each month on new structures or improvements to existing structures for private and public sectors. Data estimates include the cost of labor and materials  cost of architectural and engineering work  overhead costs  interest and taxes paid during construction  and contractor's profits.,1302,amusement;architectural;building;commercial;communication;conservation;construction;contractor;cost;development;disposal;educational;engineering;existing;federal;health care;highway;housing;improvement;interest;labor;local;lodging;manufacturing;materials;multifamily;new;nonresidential;office;overhead;power;private;profit;public;put in place;recreation;religious;residential;safety;sectors;sewage;single-family;spending;state;street;structure;supply;taxes;transportation;value;waste;water
SSA Disability Claim Data,Social Security Administration,http://catalog.data.gov/dataset/ssa-disability-claim-data,The dataset includes fiscal year data for initial claims for SSA disability benefits that were referred to a state agency for a disability determination.  Specific data elements for each year and state include receipts  determinations  eligible population  and favorable determination rates.,410,initial disability claim;receipts;DDS;SSA;Social Security;Social Security Administration;State Agency;allowance rate;allowances;beneficiary population;decisions;determinations;disability;eligible population;favorable determination;filing rate
USGS Blue Line Streams,Wake County,http://catalog.data.gov/dataset/usgs-blue-line-streams,Blue-line stream means that a stream appears as a broken or solid blue line (or a purple line) on a USGS topographic map. Definition from NCDENR Water Resources Frequently Asked Questions http://portal.ncdenr.org/web/wq/swp/ws/401/waterresources/faqs,76,USGS;Blue Line Stream;Hydro;Hydrography;water resources;Water Quality;Environmental;Environmental Services;Wake;Wake County;North Carolina;environment;environment
Lottery Take 5 Winning Numbers,State of New York,http://catalog.data.gov/dataset/lottery-take-5-winning-numbers,Go to http://on.ny.gov/1DYGlWJ on the New York Lottery website for past Take 5 results and payouts.,79,take 5;new york lottery;winning;results
Campus Sexual Assault (CSA) Study,NIJ - National Institute of Justice,http://catalog.data.gov/dataset/campus-sexual-assault-csa-study-4aa5d,Conducted by RTI International to inform the development of targeted intervention strategies  this 2007 study examined the prevalence  nature  and reporting of sexual assault on campus.,699,assault;sexual-assault
SAT Results,data.cityofnewyork.us,http://catalog.data.gov/dataset/sat-results-e88d7,The most recent school level results for New York City on the SAT. Results are available at the school level for the graduating seniors of 2012. Records contain 2012 College-bound seniors mean SAT scores taken during SY 2012.,981,sat result;nyc;school;lifelong learning
Light-Duty Automotive Technology; Carbon Dioxide Emissions; and Fuel Economy Trends Data,U.S. EPA Office of Air and Radiation (OAR) - Office of Transportation and Air Quality (OTAQ),http://catalog.data.gov/dataset/light-duty-automotive-technology-carbon-dioxide-emissions-and-fuel-economy-trends-data,The Light-Duty Automotive Technology  Carbon Dioxide Emissions  and Fuel Economy Trends report is the authoritative reference for carbon dioxide (CO2) emissions  fuel economy  and powertrain technology trends for new personal vehicles in the United States.  The “Trends” report has been published annually since 1975 and covers all passenger cars  sport utility vehicles  minivans  and all but the largest pickup trucks and vans. This report does not provide formal compliance values for EPA CO2 emissions standards and NHTSA CAFE standards. The downloadable data are available in PDF or spreadsheet (XLS) formats.,183,greenhouse gas emissions;carbon dioxide emissions;GHG;CO2;fuel economy;mpg;miles per gallon;mileage;CAFE;vehicle;automobile;light-duty;manufacturer;climate change;Trends;car;truck;suv;sports utility vehicle;alternative fuel vehicle;automotive;technology;transportation;electric;EV;PHEV;hybrid
Consumer Expenditure Survey,U.S. Department of Labor Bureau of Labor Statistics,http://catalog.data.gov/dataset/consumer-expenditure-survey,The Consumer Expenditure Survey (CE) program consists of two surveys  the quarterly Interview Survey and the Diary Survey  that provide information on the buying habits of American consumers  including data on their expenditures  income  and consumer unit (families and single consumers) characteristics. The survey data are collected for the Bureau of Labor Statistics by the U.S. Census Bureau.The CE collects information on all spending components including food  housing  apparel and services  transportation  entertainment  and out-of-pocket health care costs including insurance premiums.,58,Consumer expenditures;Consumer spending;community health
Allegheny County Sheriff Sales,Allegheny County / City of Pittsburgh / Western PA Regional Data Center,http://catalog.data.gov/dataset/allegheny-county-sheriff-sales,"List of properties up for auction at a Sheriff Sale. Datasets labeled ""Current"" contain this month's postings  while those labeled ""Archive"" contain a running list of all postings uploaded to the WPRDC.",38,etl;foreclosure;property;real estate;sheriff sale;tax lien
Food Expenditures,Economic Research Service  U.S. Department of Agriculture,http://catalog.data.gov/dataset/food-expenditures,The ERS Food Expenditure Series annually measures total U.S. food expenditures  including purchases by consumers  governments  businesses  and nonprofit organizations. The ERS Food Expenditure Series contributes to the analysis of U.S. food production and consumption by constructing a comprehensive measure of the total value of all food expenditures by final purchasers. This series annually measures total U.S. food expenditures  including purchases by consumers  governments  businesses  and nonprofit organizations. Because the term expenditure is often associated with household decisionmaking  it is important to recognize that ERS's series also includes nonhousehold purchases. For example  the series includes the dollar value of domestic food purchases by military personnel and their dependents at military commissary stores and exchanges  the value of commodities and food dollars donated by the Federal government to schools  and the value of food purchased by airlines for serving during flights.,168,agricultural economics;expenditures;food
Lost; found; adoptable pets,data.kingcounty.gov,http://catalog.data.gov/dataset/lost-found-adoptable-pets-19b8e,Animal shelter data,450,shelter;adopt;pets;cats;dogs
Total International Primary Energy Consumption,National Renewable Energy Laboratory,http://catalog.data.gov/dataset/total-international-primary-energy-consumption,These data list total primary energy consumption by country and region in Quadrillion Btu.  Figures are annual totals for the years 1980 through 2008  from EIA's International Energy Statistics site circa 2010.,32,EIA;Energy Consumption;annual energy consumption;by country;by region;consumption;energy;energy data;international;primary
